timestamp,episode,step,reward,td_mean,td_var,loss,noise_std,latent_gap,alpha_t,gamma_t,c_t,model,seed
2026-06-27T09:20:23.331093+00:00,1,1,8.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,1.0,V2,42
2026-06-27T09:20:23.339934+00:00,2,2,34.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,1.0,V2,42
2026-06-27T09:20:24.867002+00:00,3,3,25.0,-1.4100596904754639,0.041421838104724884,0.44946038722991943,0.01,1.2513853311538696,0.10499996691942215,0.84871506690979,0.44622042775154114,V2,42
2026-06-27T09:20:26.374786+00:00,4,4,40.0,-1.3529330492019653,0.06317830830812454,0.42639726400375366,0.01,1.2503442764282227,0.10499996691942215,0.8514103293418884,0.4466017484664917,V2,42
2026-06-27T09:20:27.892230+00:00,5,5,25.0,-1.263321876525879,0.07528968155384064,0.38780125975608826,0.01,1.24943208694458,0.10499998182058334,0.8561313152313232,0.44693636894226074,V2,42
2026-06-27T09:20:30.510671+00:00,6,6,28.0,-1.2328650951385498,0.08958090841770172,0.3758649528026581,0.01,1.248713493347168,0.10500000417232513,0.8522369265556335,0.44720038771629333,V2,42
2026-06-27T09:20:33.418811+00:00,7,7,31.0,-1.214779257774353,0.10588780045509338,0.37012866139411926,0.01,1.2480731010437012,0.10499999672174454,0.8439129590988159,0.44743600487709045,V2,42
2026-06-27T09:20:36.372788+00:00,8,8,16.0,-1.1902213096618652,0.1119503378868103,0.3606298863887787,0.01,1.2473747730255127,0.10499998927116394,0.845152735710144,0.4476930797100067,V2,42
2026-06-27T09:20:38.559810+00:00,9,9,12.0,-1.1874655485153198,0.12021171301603317,0.3610645532608032,0.01,1.246678113937378,0.10499997437000275,0.8561887741088867,0.44795000553131104,V2,42
2026-06-27T09:20:41.605129+00:00,10,10,15.0,-1.1676729917526245,0.12055560946464539,0.35312649607658386,0.01,1.245947003364563,0.10500003397464752,0.8503299355506897,0.44821980595588684,V2,42
2026-06-27T09:20:44.447066+00:00,11,11,72.0,-1.1520428657531738,0.12860369682312012,0.3481823205947876,0.01,1.2453380823135376,0.10500000417232513,0.8533080220222473,0.44844484329223633,V2,42
2026-06-27T09:20:47.405821+00:00,12,12,57.0,-1.146265983581543,0.1307825744152069,0.34677889943122864,0.010000000000000002,1.2446423768997192,0.10499998182058334,0.8489851951599121,0.4487021565437317,V2,42
2026-06-27T09:20:50.237031+00:00,13,13,30.0,-1.1545038223266602,0.12935234606266022,0.35072076320648193,0.01,1.243902325630188,0.10499998927116394,0.8574599623680115,0.44897639751434326,V2,42
2026-06-27T09:20:53.241619+00:00,14,14,19.0,-1.13820219039917,0.13124604523181915,0.3447555601596832,0.01,1.2432317733764648,0.10500000417232513,0.853013277053833,0.44922497868537903,V2,42
